input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
I accidentally deleted an important folder from the IT shared drive.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
Every printer in the North building went offline at the same time right before a board meeting print run for Engineering.,Printer,Critical,Escalate to Desktop Support / Hardware immediately due to the time-critical business need.,"{""category"": ""Printer"", ""priority"": ""Critical"", ""summary"": ""All printers in the North building went offline simultaneously ahead of a time-critical print run."", ""troubleshooting"": [""Check print server status for a systemic failure"", ""Verify network connectivity to the printer VLAN"", ""Identify any recent print server configuration change""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately due to the time-critical business need.""}",True,True,True,True,True,Printer,Critical,Escalate to Desktop Support / Hardware immediately due to the time-critical business need.
All of floor 14 in IT lost internet access about 10 minutes ago.,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""Multiple users on floor 14 report a complete loss of internet connectivity."", ""troubleshooting"": [""Confirm scope of outage with other floor occupants"", ""Check switch and access point status for the floor"", ""Power cycle the floor's network switch if accessible""], ""escalation"": ""Escalate to Network Operations immediately; multiple users affected.""}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.
My HP Spectre laptop has been showing random pop-up ads even when my browser is closed; I'm on the Human Resources team.,Security,Medium,Escalate to Security / Incident Response if the scan confirms malware presence.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User's computer displays unexpected pop-up ads independent of browser activity, suggesting possible adware."", ""troubleshooting"": [""Run a full antivirus/anti-malware scan"", ""Check installed programs for unrecognized recent additions"", ""Review browser extensions for unauthorized additions""], ""escalation"": ""Escalate to Security / Incident Response if the scan confirms malware presence.""}",True,True,True,True,True,Security,Medium,Escalate to Security / Incident Response if the scan confirms malware presence.
My account keeps asking me to change my password even though I changed it last week in Customer Support on floor 14.,Account / Authentication,Low,No escalation needed unless prompt continues after cache clear.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User is repeatedly prompted to change a password that was recently updated."", ""troubleshooting"": [""Check password expiration policy and last change date"", ""Verify password sync across all systems"", ""Clear cached credentials on the device""], ""escalation"": ""No escalation needed unless prompt continues after cache clear.""}",True,True,True,True,True,Account / Authentication,Low,No escalation needed unless prompt continues after cache clear.
"10 new hires on the Operations team can't log in at all, their accounts seem inactive.",Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Multiple newly onboarded employees in Operations are unable to log in due to inactive accounts."", ""troubleshooting"": [""Verify account provisioning status for each new hire"", ""Check if onboarding automation ran correctly"", ""Manually activate accounts if provisioning failed""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple new employees' first-day access.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.
"It looks like our entire Human Resources shared drive, including payroll files, is now accessible to the whole company. We're on floor 3.",File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.,"{""category"": ""File / Permissions"", ""priority"": ""Critical"", ""summary"": ""A sensitive shared drive, including payroll files, appears to be accessible company-wide due to a permissions error."", ""troubleshooting"": [""Immediately lock down access to the affected shared drive"", ""Restore correct permission groups from the last known-good configuration"", ""Audit access logs to identify who viewed the exposed files""], ""escalation"": ""Escalate to Security / Incident Response immediately as a potential data exposure incident.""}",True,True,True,True,True,File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.
VPN keeps timing out after about 15 minutes of being connected from the Human Resources office on floor 3.,VPN,Medium,Escalate to Network Operations if timeout persists across multiple gateways.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN session disconnects automatically after a short idle period."", ""troubleshooting"": [""Check VPN client idle timeout settings"", ""Verify network stability during the session"", ""Update VPN client software"", ""Try connecting to a different VPN gateway""], ""escalation"": ""Escalate to Network Operations if timeout persists across multiple gateways.""}",True,True,True,True,True,VPN,Medium,Escalate to Network Operations if timeout persists across multiple gateways.
I can't get my Confluence email set up on my new work iPad.,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User is unable to configure work email on a newly issued mobile device."", ""troubleshooting"": [""Verify device is enrolled in MDM"", ""Confirm email profile/config is pushed to the device"", ""Re-enter email credentials manually"", ""Check for an MFA prompt blocking setup""], ""escalation"": ""Escalate to Identity & Access Management if MDM enrollment isn't completing.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.
OneDrive icon shows a sync pending cloud icon on one Workday file used by Customer Support that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""A single OneDrive file appears perpetually stuck in a pending sync state."", ""troubleshooting"": [""Check file name for unsupported characters or length"", ""Pause and resume OneDrive sync"", ""Try re-saving the file locally then re-uploading""], ""escalation"": ""No escalation needed unless issue affects multiple files.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed unless issue affects multiple files.
"My laptop drops Wi-Fi for a second when I open the lid near the Procurement desks on floor 7, but reconnects right away.",Network / Wi-Fi,Low,No escalation needed; monitor for recurrence.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User's laptop briefly loses Wi-Fi on wake but reconnects automatically."", ""troubleshooting"": [""Update the Wi-Fi adapter driver"", ""Check power-saving settings for the wireless adapter"", ""Test wake behavior after driver update""], ""escalation"": ""No escalation needed; monitor for recurrence.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed; monitor for recurrence.
An unrecognized USB drive was found plugged into a shared workstation on floor 4.,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""An unidentified USB drive was discovered connected to a shared workstation."", ""troubleshooting"": [""Do not open any files on the USB drive"", ""Physically remove the drive without connecting it to another machine"", ""Isolate the shared workstation from the network pending review""], ""escalation"": ""Escalate to Security / Incident Response for forensic review of the device and workstation.""}",True,True,True,True,True,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.
I'm locked out of my account after too many failed login attempts on the Jira portal.,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User's account is locked due to repeated failed login attempts."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Unlock account in identity management console"", ""Confirm user can log in successfully"", ""Advise user on correct credential entry going forward""], ""escalation"": ""No escalation needed if unlock resolves the issue immediately.""}",True,True,True,True,True,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.
"My second monitor on floor 7 won't turn on, the first one works fine.",Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's secondary monitor fails to power on while the primary monitor functions normally."", ""troubleshooting"": [""Check power cable and outlet for the second monitor"", ""Test with a different video cable"", ""Try the monitor on a different port/computer""], ""escalation"": ""Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.
The printer in the Procurement office on floor 8 keeps jamming on every print job today.,Printer,Medium,Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""A shared printer is repeatedly jamming on all print jobs."", ""troubleshooting"": [""Open the printer and clear any visible paper jam"", ""Check that paper is loaded correctly and not overfilled"", ""Inspect rollers for debris or wear"", ""Run the printer's jam diagnostic if available""], ""escalation"": ""Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.
VPN connects but I cannot access the ServiceNow shared drive used by the Customer Support team.,VPN,Medium,Escalate to Network Operations if internal resources remain unreachable.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User can establish a VPN session but cannot access the internal file share for ServiceNow."", ""troubleshooting"": [""Verify the VPN-assigned IP address"", ""Test internal DNS resolution"", ""Verify file-server connectivity"", ""Check user permissions""], ""escalation"": ""Escalate to Network Operations if internal resources remain unreachable.""}",True,True,True,True,True,VPN,Medium,Escalate to Network Operations if internal resources remain unreachable.
"My printouts from the floor 7 printer used by Human Resources have a faint line down the page, not a big deal.",Printer,Low,No escalation needed unless the line becomes more prominent.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""User notices a faint vertical line defect on printed pages."", ""troubleshooting"": [""Run the printer's built-in cleaning cycle"", ""Check toner/ink cartridge for even distribution"", ""Print a test page after cleaning""], ""escalation"": ""No escalation needed unless the line becomes more prominent.""}",True,True,True,True,True,Printer,Low,No escalation needed unless the line becomes more prominent.
"My printouts from the floor 4 printer have a faint line down the page, not a big deal.",Printer,Low,No escalation needed unless the line becomes more prominent.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""User notices a faint vertical line defect on printed pages."", ""troubleshooting"": [""Run the printer's built-in cleaning cycle"", ""Check toner/ink cartridge for even distribution"", ""Print a test page after cleaning""], ""escalation"": ""No escalation needed unless the line becomes more prominent.""}",True,True,True,True,True,Printer,Low,No escalation needed unless the line becomes more prominent.
"My manager's account was compromised and used to send suspicious emails, then it got locked.",Account / Authentication,High,Escalate to Security / Incident Response due to suspected account compromise.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""A manager's account in management has evidence of compromise via suspicious outgoing email and is now locked."", ""troubleshooting"": [""Confirm account is locked and cannot be used"", ""Force a password reset and revoke active sessions"", ""Review recent sign-in activity for anomalies""], ""escalation"": ""Escalate to Security / Incident Response due to suspected account compromise.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Security / Incident Response due to suspected account compromise.
"I can't connect to the West building Wi-Fi network, it says authentication failed.",Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User cannot authenticate to the West building wireless network."", ""troubleshooting"": [""Verify Wi-Fi password is current"", ""Forget network and reconnect with current credentials"", ""Confirm device certificate is valid"", ""Test with a different device on the same network""], ""escalation"": ""Escalate to Network Operations if authentication continues to fail after credential verification.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.
One of the keys on my keyboard feels sticky.,Hardware,Low,No escalation needed unless cleaning fails to resolve it.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User reports a single sticky key on their keyboard."", ""troubleshooting"": [""Clean under the affected key"", ""Test key response after cleaning""], ""escalation"": ""No escalation needed unless cleaning fails to resolve it.""}",True,True,True,True,True,Hardware,Low,No escalation needed unless cleaning fails to resolve it.
20 employees in Marketing are reporting that their files have been renamed with a strange extension and there's a message demanding payment.,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.,"{""category"": ""Security"", ""priority"": ""Critical"", ""summary"": ""Multiple employees report file encryption with a ransom message, consistent with a ransomware incident."", ""troubleshooting"": [""Immediately isolate affected machines from the network"", ""Do not pay any ransom or interact with the message"", ""Preserve evidence for incident investigation""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected ransomware incident.""}",True,True,True,True,True,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.
I accidentally deleted an important folder from the Human Resources shared drive on floor 6.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
The QuickBooks app on my Android tablet logs me out every few hours.,Mobile Device,Medium,Escalate to Microsoft 365 / Cloud Services if the repeated logout is tied to a token/sync issue.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""A work mobile application repeatedly logs the user out after short intervals."", ""troubleshooting"": [""Update the app to the latest version"", ""Check device date/time settings for accuracy"", ""Reinstall the app if the update doesn't resolve it""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the repeated logout is tied to a token/sync issue.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Microsoft 365 / Cloud Services if the repeated logout is tied to a token/sync issue.
"I clicked a link in an email before realizing it looked suspicious, nothing seemed to happen on my HP EliteBook laptop.",Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User clicked a suspicious email link but observed no immediate effect."", ""troubleshooting"": [""Disconnect the device from the network as a precaution"", ""Run a full malware scan"", ""Reset account password as a precaution"", ""Review the linked site/domain reputation""], ""escalation"": ""Escalate to Security / Incident Response for review of the linked domain and device scan results.""}",True,True,True,True,True,Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.
A batch of 10 work work tablets was reported stolen from a delivery truck before they were assigned to Engineering.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""Critical"", ""summary"": ""A batch of unassigned work phones was reported stolen before deployment, posing a potential access risk."", ""troubleshooting"": [""Confirm none of the stolen devices were enrolled in MDM or linked to accounts"", ""Flag the device serial numbers as stolen with the carrier"", ""Update inventory records for the affected devices""], ""escalation"": ""Escalate to Security / Incident Response immediately due to the theft of company assets.""}",True,True,True,True,True,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.
15 people on floor 2 say the network printer isn't showing up at all now.,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""Multiple users on a floor report the shared network printer has become undiscoverable."", ""troubleshooting"": [""Verify printer's network connection and IP address"", ""Check print server for the printer's status"", ""Confirm no recent network changes affected the printer's VLAN""], ""escalation"": ""Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.""}",True,True,True,True,True,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.
"After the latest Jira update, half the Sales team can't save their work, it just errors out with a 500.",Software,High,Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.,"{""category"": ""Software"", ""priority"": ""High"", ""summary"": ""A recent software update is causing save failures for multiple team members."", ""troubleshooting"": [""Confirm which update version introduced the issue"", ""Check for a vendor-published known issue or hotfix"", ""Roll back the update on affected machines if a hotfix isn't available""], ""escalation"": ""Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.""}",True,True,True,True,True,Software,High,Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.
"I clicked a link in an email before realizing it looked suspicious, nothing seemed to happen on my Surface Laptop in Legal.",Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User clicked a suspicious email link but observed no immediate effect."", ""troubleshooting"": [""Disconnect the device from the network as a precaution"", ""Run a full malware scan"", ""Reset account password as a precaution"", ""Review the linked site/domain reputation""], ""escalation"": ""Escalate to Security / Incident Response for review of the linked domain and device scan results.""}",True,True,True,True,True,Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.
Salesforce won't launch for anyone on the Engineering team.,Software,High,Escalate to Desktop Support / Hardware for urgent investigation; blocks the team's core work.,"{""category"": ""Software"", ""priority"": ""High"", ""summary"": ""A team-wide critical business application fails to launch for all team members."", ""troubleshooting"": [""Check for a recent update or patch that may have broken the application"", ""Verify application server/license server status"", ""Test launch on a freshly imaged machine""], ""escalation"": ""Escalate to Desktop Support / Hardware for urgent investigation; blocks the team's core work.""}",True,True,True,True,True,Software,High,Escalate to Desktop Support / Hardware for urgent investigation; blocks the team's core work.
5 people on the Marketing team can't receive their MFA push notifications on their work tablets since this morning.,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Multiple team members are not receiving MFA push notifications on mobile devices."", ""troubleshooting"": [""Check MFA provider service status"", ""Verify affected phones have a working internet/data connection"", ""Try an alternate MFA method as a workaround""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple users' ability to log in.""}",True,True,True,True,True,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.
"My laptop drops Wi-Fi for a second when I open the lid near the Human Resources desks on floor 5, but reconnects right away.",Network / Wi-Fi,Low,No escalation needed; monitor for recurrence.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User's laptop briefly loses Wi-Fi on wake but reconnects automatically."", ""troubleshooting"": [""Update the Wi-Fi adapter driver"", ""Check power-saving settings for the wireless adapter"", ""Test wake behavior after driver update""], ""escalation"": ""No escalation needed; monitor for recurrence.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed; monitor for recurrence.
"The whole Operations team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""An entire team has lost access to their project shared drive."", ""troubleshooting"": [""Verify the shared drive/server is online and reachable"", ""Check if a permissions group was recently modified"", ""Test access with an admin account to isolate the cause""], ""escalation"": ""Escalate to Identity & Access Management; affects the entire team's access to shared files.""}",True,True,True,True,True,File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.
"I can't connect to the Annex building Wi-Fi network from the Human Resources area, it says authentication failed.",Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User cannot authenticate to the Annex building wireless network."", ""troubleshooting"": [""Verify Wi-Fi password is current"", ""Forget network and reconnect with current credentials"", ""Confirm device certificate is valid"", ""Test with a different device on the same network""], ""escalation"": ""Escalate to Network Operations if authentication continues to fail after credential verification.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.
My Dell XPS laptop is overheating and the fan is really loud; I work in the Procurement department.,Hardware,Medium,Escalate to Desktop Support / Hardware if overheating continues after cleaning and closing background apps.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's laptop is running hot with unusually loud fan noise."", ""troubleshooting"": [""Check for dust buildup blocking vents"", ""Close unnecessary background applications"", ""Verify laptop is on a hard, ventilated surface"", ""Check CPU usage for runaway processes""], ""escalation"": ""Escalate to Desktop Support / Hardware if overheating continues after cleaning and closing background apps.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if overheating continues after cleaning and closing background apps.
I'm locked out of my account after too many failed login attempts on the Zoom portal used by Human Resources.,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User's account is locked due to repeated failed login attempts."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Unlock account in identity management console"", ""Confirm user can log in successfully"", ""Advise user on correct credential entry going forward""], ""escalation"": ""No escalation needed if unlock resolves the issue immediately.""}",True,True,True,True,True,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.
"The font in our internal reporting tool looks a little small, can it be adjusted?",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User finds the default font size in an internal tool too small."", ""troubleshooting"": [""Check application display/zoom settings"", ""Adjust OS-level display scaling"", ""Confirm if the app has an accessibility font size option""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
My VPN client shows a yellow warning icon on floor 7 in the Customer Support office but I'm still connected.,VPN,Low,No escalation needed unless connectivity is actually impacted.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User's VPN client displays a non-blocking warning while connection remains active."", ""troubleshooting"": [""Hover over the warning icon to read the specific message"", ""Update VPN client to latest version"", ""Restart the VPN client""], ""escalation"": ""No escalation needed unless connectivity is actually impacted.""}",True,True,True,True,True,VPN,Low,No escalation needed unless connectivity is actually impacted.
"I can't log into the VPN, it says invalid credentials but my Salesforce password works everywhere else.",VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN login fails despite correct credentials working on other systems."", ""troubleshooting"": [""Confirm account is not locked out"", ""Verify MFA token is current"", ""Re-enter credentials manually instead of using saved password"", ""Check VPN account is enabled for remote access""], ""escalation"": ""Escalate to Identity & Access Management if account lockout is confirmed.""}",True,True,True,True,True,VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.
Every printer in the South building went offline at the same time right before a board meeting print run for Engineering.,Printer,Critical,Escalate to Desktop Support / Hardware immediately due to the time-critical business need.,"{""category"": ""Printer"", ""priority"": ""Critical"", ""summary"": ""All printers in the South building went offline simultaneously ahead of a time-critical print run."", ""troubleshooting"": [""Check print server status for a systemic failure"", ""Verify network connectivity to the printer VLAN"", ""Identify any recent print server configuration change""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately due to the time-critical business need.""}",True,True,True,True,True,Printer,Critical,Escalate to Desktop Support / Hardware immediately due to the time-critical business need.
"My work iPhone was lost, possibly stolen, and it has access to my Customer Support email.",Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""User reports their work phone as lost or stolen with active access to work email."", ""troubleshooting"": [""Immediately issue a remote wipe command via MDM"", ""Revoke the device's access tokens"", ""Reset the associated account password as a precaution""], ""escalation"": ""Escalate to Security / Incident Response immediately due to a lost device with email access.""}",True,True,True,True,True,Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.
An unrecognized USB drive was found plugged into a shared workstation on floor 13 in Engineering.,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""An unidentified USB drive was discovered connected to a shared workstation."", ""troubleshooting"": [""Do not open any files on the USB drive"", ""Physically remove the drive without connecting it to another machine"", ""Isolate the shared workstation from the network pending review""], ""escalation"": ""Escalate to Security / Incident Response for forensic review of the device and workstation.""}",True,True,True,True,True,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.
A software update pushed to the whole company this morning is preventing everyone from logging into Tableau.,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Software"", ""priority"": ""Critical"", ""summary"": ""A company-wide software update has broken login access to Tableau for all employees."", ""troubleshooting"": [""Identify the update package deployed this morning"", ""Check for a vendor-published emergency hotfix"", ""Prepare to roll back the update company-wide if no hotfix exists""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately as a business-critical outage.""}",True,True,True,True,True,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.
10 employees in Engineering are reporting that their files have been renamed with a strange extension and there's a message demanding payment.,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.,"{""category"": ""Security"", ""priority"": ""Critical"", ""summary"": ""Multiple employees report file encryption with a ransom message, consistent with a ransomware incident."", ""troubleshooting"": [""Immediately isolate affected machines from the network"", ""Do not pay any ransom or interact with the message"", ""Preserve evidence for incident investigation""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected ransomware incident.""}",True,True,True,True,True,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.
My HP EliteBook laptop caught a burning smell and shut off on its own during a presentation for the IT team.,Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a potential safety hazard.,"{""category"": ""Hardware"", ""priority"": ""Critical"", ""summary"": ""User's laptop emitted a burning smell and powered off unexpectedly, posing a possible safety concern."", ""troubleshooting"": [""Do not power the device back on"", ""Unplug the device from power immediately"", ""Remove device from use and isolate it pending inspection""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately due to a potential safety hazard.""}",True,True,True,True,True,Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a potential safety hazard.
My antivirus software is flagging Concur as a false positive and blocking it.,Software,Medium,Escalate to Security / Incident Response if the flagged behavior needs review before allowlisting.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""Antivirus software is incorrectly flagging and blocking a legitimate work application."", ""troubleshooting"": [""Verify the flagged application is a known, approved tool"", ""Add an exception/allowlist entry for the application"", ""Re-run the application after the exception is applied""], ""escalation"": ""Escalate to Security / Incident Response if the flagged behavior needs review before allowlisting.""}",True,True,True,True,True,Software,Medium,Escalate to Security / Incident Response if the flagged behavior needs review before allowlisting.
"I can't remember which shared folder has last quarter's Engineering reports on floor 15, not urgent.",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User is unsure of the location of a shared folder containing past reports."", ""troubleshooting"": [""Search the shared drive using relevant keywords"", ""Check with team members for the correct folder path"", ""Confirm folder naming conventions with team lead""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,File / Permissions,Low,No escalation needed.
"I forgot my password for the internal Tableau wiki used by Human Resources, can someone reset it?",Account / Authentication,Low,No escalation needed; standard password reset.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User requests a password reset for an internal Tableau account."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Send password reset link to registered email"", ""Confirm user can log in with new password""], ""escalation"": ""No escalation needed; standard password reset.""}",True,True,True,True,True,Account / Authentication,Low,No escalation needed; standard password reset.
"I can't connect to the East building Wi-Fi network from the Engineering area, it says authentication failed.",Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User cannot authenticate to the East building wireless network."", ""troubleshooting"": [""Verify Wi-Fi password is current"", ""Forget network and reconnect with current credentials"", ""Confirm device certificate is valid"", ""Test with a different device on the same network""], ""escalation"": ""Escalate to Network Operations if authentication continues to fail after credential verification.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.
"The whole Engineering team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""An entire team has lost access to their project shared drive."", ""troubleshooting"": [""Verify the shared drive/server is online and reachable"", ""Check if a permissions group was recently modified"", ""Test access with an admin account to isolate the cause""], ""escalation"": ""Escalate to Identity & Access Management; affects the entire team's access to shared files.""}",True,True,True,True,True,File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.
